filename,split,agreement
24_0056,train,93.76
24_0057,train,91.20
24_0058,train,93.69
24_0059,train,93.49
24_0060,train,92.75
24_0061,train,95.15
24_0062,train,95.22
24_0063,train,93.97
24_0064,train,94.68
24_0065,train,96.69
24_0066,train,91.54
24_0067,train,92.52
24_0068,train,83.46
24_0069,train,91.89
24_0070,train,92.16
24_0071,train,93.55
24_0072,train,95.15
24_0073,train,88.93
24_0074,train,93.41
24_0075,train,93.20
24_0076,train,94.83
24_0077,train,92.16
24_0078,train,92.78
24_0079,train,91.09
24_0080,train,91.44
26_0001,train,92.06
26_0002,train,93.40
26_0003,train,93.51
26_0004,train,93.61
26_0005,train,92.39
26_0006,train,93.13
26_0007,train,95.71
26_0008,train,94.98
26_0009,train,95.84
26_0010,train,91.97
26_0011,train,93.70
26_0012,train,93.77
26_0013,train,94.43
26_0014,train,92.12
26_0015,train,95.99
26_0016,train,94.00
26_0017,train,95.30
26_0018,train,94.80
26_0019,train,93.93
26_0020,train,89.68
26_0021,train,89.36
26_0022,train,90.82
26_0023,train,93.96
26_0024,train,90.87
26_0025,train,95.69
26_0026,train,94.70
26_0027,train,93.64
26_0031,train,96.40
26_0032,train,97.10
26_0033,train,94.72
26_0034,train,94.01
26_0035,train,90.20
26_0036,train,90.42
26_0037,train,87.23
26_0038,train,85.72
26_0039,train,94.05
26_0040,train,91.02
26_0041,train,93.68
26_0042,train,88.49
26_0043,train,93.30
26_0044,train,88.94
26_0045,train,94.00
26_0046,train,91.33
26_0047,train,95.90
26_0048,train,93.21
26_0049,train,88.83
26_0050,train,88.43
26_0051,train,94.07
26_0052,train,88.97
26_0053,train,92.69
26_0054,train,93.45
26_0055,train,92.48
26_0056,train,90.27
26_0057,train,90.50
26_0058,train,91.66
26_0059,train,91.89
26_0060,train,84.40
26_0061,train,93.98
26_0062,train,91.68
26_0063,train,89.52
26_0064,train,94.16
26_0065,train,93.83
26_0066,train,91.02
26_0067,train,91.84
26_0068,train,89.14
26_0069,train,91.71
26_0070,train,90.74
26_0071,train,89.89
26_0072,train,86.60
26_0073,train,91.91
26_0074,train,96.16
26_0075,train,87.65
26_0076,train,92.26
26_0077,train,90.11
26_0078,train,80.10
26_0079,train,91.81
26_0080,train,81.80
27_0001,train,95.60
27_0002,train,94.40
27_0003,train,94.89
27_0004,train,94.80
27_0005,train,82.37
27_0006,train,90.83
27_0007,train,90.35
27_0008,train,89.81
27_0009,train,91.76
27_0010,train,90.49
27_0011,train,90.20
27_0012,train,95.41
27_0013,train,91.56
27_0015,train,95.85
27_0016,train,93.13
27_0017,train,88.89
27_0018,train,91.86
27_0019,train,90.38
27_0020,train,84.89
27_0021,train,86.20
27_0022,train,86.46
27_0023,train,87.05
27_0024,train,86.86
27_0025,train,86.36
27_0026,train,94.39
27_0027,train,89.71
27_0028,train,88.76
27_0029,train,93.56
27_0030,train,94.10
27_0031,train,91.16
27_0032,train,87.18
27_0033,train,95.19
27_0034,train,95.84
27_0035,train,91.05
27_0036,train,89.66
27_0037,train,95.43
27_0038,train,90.54
27_0039,train,93.36
27_0040,train,89.69
27_0041,train,91.35
27_0042,train,93.47
27_0043,train,93.28
27_0044,train,89.65
27_0045,train,89.76
27_0046,train,88.51
27_0047,train,95.03
27_0048,train,91.24
27_0049,train,92.93
27_0050,train,92.68
27_0051,train,92.90
27_0052,train,93.21
27_0053,train,93.25
27_0054,train,95.95
27_0055,train,91.19
27_0056,train,89.17
27_0057,train,90.08
27_0058,train,91.56
27_0059,train,90.91
27_0060,train,83.39
27_0061,train,97.90
27_0062,train,96.11
27_0063,train,92.28
27_0064,train,92.65
27_0065,train,92.40
27_0066,train,93.57
27_0067,train,91.52
27_0068,train,95.05
27_0069,train,93.76
27_0070,train,93.68
27_0071,train,94.79
27_0072,train,92.60
27_0073,train,93.71
27_0074,train,95.71
27_0075,train,94.68
27_0076,train,92.82
27_0077,train,96.19
27_0078,train,93.77
27_0079,train,93.59
27_0080,train,91.47
28_0003,train,91.07
28_0004,train,93.08
28_0005,train,93.46
28_0006,train,89.78
28_0007,train,93.45
28_0008,train,87.50
28_0009,train,89.59
28_0011,train,95.45
28_0012,train,96.54
28_0013,train,97.16
28_0015,train,88.32
28_0016,train,87.26
28_0017,train,86.68
28_0018,train,86.02
28_0019,train,95.45
28_0020,train,94.86
28_0021,train,88.26
28_0022,train,86.77
28_0023,train,84.07
28_0024,train,83.38
28_0025,train,89.51
28_0026,train,89.12
28_0027,train,88.45
28_0028,train,94.12
28_0029,train,90.98
28_0030,train,87.93
28_0031,train,89.63
28_0032,train,92.23
28_0033,train,88.08
28_0034,train,87.97
28_0035,train,88.36
28_0036,train,90.24
28_0037,train,95.80
28_0038,train,95.19
28_0039,train,87.21
28_0040,train,90.46
28_0041,train,91.50
28_0042,train,93.57
28_0043,train,88.05
28_0044,train,86.36
28_0045,train,95.16
28_0046,train,94.05
28_0047,train,94.15
28_0048,train,91.14
28_0050,train,84.95
28_0051,train,83.05
28_0053,train,93.91
28_0054,train,91.00
28_0055,train,93.64
28_0056,train,89.27
28_0057,train,92.19
28_0058,train,89.15
28_0059,train,95.80
28_0060,train,89.51
28_0061,train,94.84
28_0062,train,96.89
28_0063,train,92.37
28_0064,train,92.47
28_0065,train,93.30
28_0066,train,93.22
28_0067,train,94.08
28_0068,train,86.36
28_0069,train,93.50
28_0070,train,87.92
28_0071,train,91.35
28_0072,train,91.57
28_0073,train,88.56
28_0074,train,92.82
28_0075,train,80.34
28_0076,train,95.03
28_0077,train,91.01
28_0078,train,91.38
28_0079,train,85.76
28_0080,train,83.36
30_0001,train,92.58
30_0002,train,97.05
30_0003,train,92.14
30_0004,train,96.16
30_0005,train,97.73
30_0006,train,93.64
30_0007,train,96.38
30_0008,train,95.79
30_0009,train,91.27
30_0010,train,89.48
30_0011,train,90.95
30_0012,train,95.78
30_0013,train,95.12
30_0014,train,95.10
30_0015,train,89.88
30_0016,train,89.63
30_0017,train,96.48
30_0018,train,95.31
30_0019,train,90.93
30_0020,train,87.61
30_0021,train,95.93
30_0022,train,96.88
30_0023,train,88.71
30_0024,train,91.28
30_0025,train,91.76
30_0026,train,94.33
30_0027,train,92.81
30_0028,train,94.34
30_0029,train,93.04
30_0030,train,96.27
30_0031,train,92.08
30_0032,train,91.65
30_0033,train,95.45
30_0034,train,93.15
30_0035,train,94.96
30_0036,train,94.20
30_0037,train,90.52
30_0038,train,97.07
30_0039,train,89.36
30_0040,train,93.65
30_0041,train,90.78
30_0042,train,92.13
30_0043,train,94.50
30_0044,train,89.10
30_0045,train,91.07
30_0046,train,92.50
30_0047,train,95.18
30_0048,train,94.56
30_0049,train,92.68
30_0050,train,90.00
30_0051,train,93.68
30_0052,train,89.68
30_0053,train,89.70
30_0054,train,97.28
30_0055,train,94.50
30_0056,train,91.11
30_0057,train,94.78
30_0058,train,96.12
30_0059,train,92.83
30_0060,train,89.48
30_0061,train,94.25
30_0062,train,94.24
30_0063,train,90.98
30_0064,train,95.61
30_0065,train,95.55
30_0066,train,91.31
30_0067,train,87.83
30_0068,train,93.29
30_0069,train,91.55
30_0070,train,95.94
30_0071,train,94.99
30_0072,train,92.10
30_0073,train,92.19
30_0074,train,91.74
30_0075,train,89.17
30_0076,train,89.38
30_0077,train,95.34
30_0078,train,87.51
30_0079,train,88.64
30_0080,train,89.49
33_0001,train,94.53
33_0002,train,96.21
33_0003,train,94.25
33_0004,train,94.85
33_0005,train,92.20
33_0006,train,94.47
33_0007,train,94.24
33_0008,train,94.10
33_0009,train,94.56
33_0010,train,92.09
33_0011,train,91.20
33_0012,train,92.98
33_0013,train,92.10
33_0014,train,92.40
33_0015,train,91.31
33_0016,train,88.58
33_0017,train,91.36
33_0018,train,92.31
33_0019,train,89.01
33_0020,train,93.58
33_0021,train,94.38
33_0022,train,89.16
33_0023,train,85.64
33_0024,train,93.19
33_0025,train,94.07
33_0026,train,93.22
33_0027,train,91.24
33_0028,train,92.13
33_0029,train,89.60
33_0030,train,86.21
33_0031,train,92.60
33_0032,train,94.45
33_0033,train,93.71
33_0034,train,93.09
33_0035,train,89.61
33_0036,train,92.70
33_0037,train,88.44
33_0038,train,88.33
33_0039,train,90.32
33_0040,train,91.48
33_0041,train,94.34
33_0042,train,93.31
33_0043,train,91.45
33_0044,train,91.32
33_0045,train,90.62
33_0046,train,92.22
33_0047,train,91.92
33_0048,train,89.72
33_0049,train,91.38
33_0050,train,88.68
33_0051,train,95.33
33_0052,train,87.60
33_0053,train,92.59
33_0055,train,94.34
33_0056,train,92.62
33_0057,train,96.14
33_0058,train,87.54
33_0059,train,95.09
33_0060,train,93.71
33_0061,train,92.99
33_0062,train,93.77
33_0063,train,97.82
33_0064,train,94.70
33_0065,train,91.98
33_0066,train,88.57
33_0067,train,90.51
33_0068,train,87.65
33_0069,train,89.19
33_0070,train,84.25
33_0071,train,90.36
33_0072,train,89.45
33_0073,train,85.76
33_0074,train,85.93
33_0075,train,90.46
33_0076,train,91.47
33_0077,train,93.40
33_0078,train,90.97
33_0079,train,93.50
33_0080,train,88.71
34_0001,train,94.74
34_0002,train,92.51
34_0003,train,92.80
34_0004,train,93.48
34_0005,train,92.29
34_0006,train,94.24
34_0007,train,96.87
34_0008,train,92.00
34_0009,train,95.17
34_0010,train,90.14
34_0011,train,90.57
34_0012,train,90.11
34_0013,train,93.14
34_0014,train,93.40
34_0015,train,91.01
34_0016,train,88.31
34_0017,train,95.25
34_0018,train,96.03
34_0019,train,80.79
34_0020,train,92.55
34_0021,train,93.42
34_0022,train,93.50
34_0023,train,90.24
34_0024,train,88.09
34_0025,train,85.63
34_0026,train,93.82
34_0027,train,94.61
34_0028,train,93.03
34_0029,train,91.80
34_0030,train,96.26
34_0031,train,91.64
34_0032,train,89.72
34_0033,train,93.70
34_0034,train,91.93
34_0035,train,94.25
34_0036,train,95.28
34_0037,train,94.44
34_0038,train,91.53
34_0039,train,94.04
34_0040,train,84.43
34_0041,train,92.80
34_0042,train,83.06
34_0043,train,95.69
34_0044,train,92.99
34_0045,train,85.87
34_0046,train,88.67
34_0047,train,96.81
34_0048,train,94.64
34_0049,train,94.86
34_0050,train,94.36
34_0051,train,82.93
34_0052,train,89.48
34_0053,train,93.50
34_0054,train,91.99
34_0055,train,90.58
34_0056,train,91.31
34_0057,train,90.38
34_0058,train,90.08
34_0059,train,94.80
34_0060,train,90.09
34_0061,train,94.84
34_0062,train,89.90
34_0063,train,87.27
34_0064,train,91.67
34_0065,train,94.00
34_0066,train,91.73
34_0067,train,91.63
34_0068,train,88.97
34_0069,train,89.13
34_0070,train,86.46
34_0071,train,96.69
34_0072,train,89.44
34_0073,train,91.80
34_0074,train,94.61
34_0075,train,88.42
34_0076,train,88.99
34_0077,train,94.47
34_0078,train,92.50
34_0079,train,89.97
34_0080,train,93.92
35_0001,train,91.23
35_0002,train,90.81
35_0003,train,93.90
35_0004,train,92.84
35_0005,train,93.88
35_0006,train,93.68
35_0007,train,92.98
35_0008,train,94.21
35_0009,train,92.40
35_0010,train,90.70
35_0011,train,91.39
35_0012,train,90.22
35_0013,train,91.51
35_0014,train,92.65
35_0015,train,92.95
35_0016,train,89.68
35_0017,train,96.36
35_0018,train,92.63
35_0019,train,94.04
35_0020,train,95.52
35_0021,train,92.75
35_0022,train,90.58
35_0023,train,92.07
35_0024,train,92.03
35_0025,train,89.24
35_0026,train,85.93
35_0027,train,92.22
35_0028,train,94.14
35_0029,train,91.45
35_0030,train,94.79
35_0031,train,92.32
35_0032,train,90.71
35_0033,train,94.07
35_0034,train,92.04
35_0035,train,95.08
35_0036,train,96.99
35_0037,train,95.43
35_0038,train,92.81
35_0040,train,90.49
35_0041,train,90.51
35_0042,train,86.66
35_0043,train,86.78
35_0044,train,87.62
35_0045,train,92.39
35_0046,train,90.08
35_0047,train,90.05
35_0048,train,91.27
35_0049,train,90.21
35_0050,train,83.93
35_0051,train,87.37
35_0052,train,93.60
35_0053,train,91.49
35_0054,train,91.84
35_0055,train,90.64
35_0056,train,95.93
35_0057,train,91.19
35_0058,train,93.57
35_0059,train,89.10
35_0060,train,86.56
35_0061,train,88.96
35_0062,train,94.06
35_0063,train,81.67
35_0064,train,97.65
35_0065,train,92.42
35_0067,train,93.86
35_0068,train,93.23
35_0069,train,92.62
35_0070,train,88.81
35_0071,train,87.68
35_0072,train,89.60
35_0073,train,89.51
35_0074,train,89.59
35_0075,train,89.00
35_0076,train,91.64
35_0077,train,89.84
35_0078,train,82.29
35_0079,train,83.52
35_0080,train,90.30
36_0001,train,94.39
36_0002,train,89.35
36_0003,train,88.80
36_0004,train,87.77
36_0005,train,92.41
36_0006,train,94.09
36_0007,train,94.85
36_0008,train,93.34
36_0009,train,90.76
36_0010,train,88.65
36_0011,train,91.56
36_0012,train,89.92
36_0013,train,87.81
36_0014,train,92.46
36_0015,train,96.26
36_0016,train,90.91
36_0017,train,96.44
36_0018,train,95.25
36_0019,train,91.93
36_0020,train,94.51
36_0021,train,84.19
36_0022,train,91.31
36_0023,train,88.10
36_0024,train,88.69
36_0025,train,88.11
36_0026,train,91.28
36_0027,train,96.19
36_0028,train,86.35
36_0029,train,84.91
36_0030,train,89.31
36_0031,train,90.44
36_0032,train,89.90
36_0033,train,89.77
36_0034,train,88.39
36_0035,train,90.72
36_0036,train,88.78
36_0037,train,92.29
36_0038,train,92.42
36_0039,train,99.10
36_0040,train,90.98
36_0041,train,90.09
36_0042,train,94.02
36_0043,train,92.56
36_0044,train,90.62
36_0045,train,93.09
36_0046,train,90.00
36_0047,train,95.73
36_0048,train,96.38
36_0049,train,87.89
36_0050,train,92.36
36_0051,train,89.26
36_0052,train,90.46
36_0053,train,94.46
36_0054,train,94.16
36_0055,train,92.73
36_0056,train,89.71
36_0057,train,95.27
36_0058,train,93.17
36_0059,train,91.74
36_0060,train,90.56
36_0061,train,95.91
36_0062,train,88.69
36_0063,train,93.27
36_0064,train,92.36
36_0065,train,89.56
36_0066,train,89.42
36_0067,train,87.39
36_0068,train,95.54
36_0069,train,91.25
36_0070,train,89.24
36_0071,train,89.21
36_0072,train,85.89
36_0073,train,89.12
36_0074,train,90.88
36_0075,train,93.02
36_0076,train,89.38
36_0077,train,92.62
36_0078,train,93.97
36_0079,train,93.09
36_0080,train,96.16
38_0001,train,92.08
38_0002,train,92.72
38_0003,train,92.13
38_0004,train,86.69
38_0005,train,86.33
38_0006,train,92.26
38_0007,train,94.31
38_0008,train,93.27
38_0009,train,87.72
38_0010,train,89.15
38_0011,train,90.52
38_0012,train,85.07
38_0013,train,90.23
38_0014,train,85.43
38_0015,train,90.10
38_0016,train,93.85
38_0017,train,89.26
38_0018,train,94.90
38_0019,train,86.75
38_0020,train,89.98
38_0021,train,86.13
38_0022,train,87.60
38_0023,train,84.86
38_0024,train,83.64
38_0025,train,83.95
38_0026,train,90.17
38_0027,train,94.15
38_0028,train,91.61
38_0029,train,90.11
38_0030,train,93.19
38_0031,train,92.55
38_0032,train,94.47
38_0033,train,92.45
38_0034,train,89.00
38_0035,train,93.68
38_0036,train,92.56
38_0037,train,94.10
38_0038,train,90.51
38_0039,train,91.60
38_0040,train,93.29
38_0041,train,90.08
38_0042,train,96.21
38_0043,train,95.96
38_0044,train,97.50
38_0045,train,89.25
38_0046,train,89.39
38_0047,train,91.54
38_0048,train,89.37
38_0049,train,95.39
38_0050,train,93.73
38_0051,train,81.41
38_0052,train,88.08
38_0053,train,94.07
38_0054,train,92.80
38_0055,train,91.67
38_0056,train,91.68
38_0057,train,94.72
38_0058,train,95.15
38_0059,train,92.46
38_0060,train,84.16
38_0061,train,96.50
38_0062,train,94.39
38_0063,train,92.37
38_0064,train,95.85
38_0065,train,96.25
38_0066,train,94.22
38_0067,train,87.38
38_0068,train,86.69
38_0069,train,92.63
38_0070,train,95.08
38_0071,train,92.26
38_0072,train,94.84
38_0073,train,94.45
38_0074,train,92.43
38_0075,train,85.79
38_0076,train,93.40
38_0077,train,85.85
38_0078,train,90.38
38_0079,train,91.65
38_0080,train,95.72
39_0001,train,94.54
39_0002,train,93.62
39_0003,train,97.02
39_0004,train,95.43
39_0005,train,92.12
39_0006,train,94.12
39_0007,train,94.79
39_0008,train,91.34
39_0009,train,93.70
39_0010,train,83.76
39_0011,train,92.28
39_0012,train,85.88
39_0013,train,95.04
39_0014,train,92.83
39_0015,train,93.01
39_0016,train,89.49
39_0017,train,95.12
39_0018,train,94.18
39_0019,train,96.46
39_0020,train,90.06
39_0021,train,91.66
39_0022,train,85.73
39_0023,train,91.13
39_0024,train,87.16
39_0025,train,90.73
39_0026,train,87.54
39_0027,train,84.30
39_0028,train,90.29
39_0029,train,92.13
39_0030,train,89.39
39_0031,train,92.85
39_0032,train,87.32
39_0033,train,90.13
39_0034,train,92.24
39_0035,train,97.94
39_0036,train,98.84
39_0037,train,81.04
39_0038,train,98.56
39_0039,train,96.03
39_0040,train,96.29
39_0041,train,96.60
39_0042,train,94.68
39_0043,train,88.24
39_0044,train,90.42
39_0045,train,95.24
39_0046,train,96.08
39_0047,train,93.85
39_0048,train,89.55
39_0049,train,89.57
39_0050,train,86.40
39_0051,train,85.18
39_0052,train,88.43
39_0053,train,95.71
39_0054,train,94.10
39_0055,train,91.07
39_0056,train,87.89
39_0057,train,89.88
39_0058,train,86.53
39_0059,train,94.45
39_0060,train,89.54
39_0061,train,96.92
39_0062,train,94.50
39_0063,train,90.96
39_0064,train,93.02
39_0065,train,93.98
39_0066,train,88.51
39_0067,train,88.67
39_0068,train,92.24
39_0070,train,91.03
39_0071,train,89.31
39_0072,train,86.84
39_0073,train,91.01
39_0074,train,89.01
39_0075,train,93.71
39_0076,train,94.45
39_0077,train,94.93
39_0078,train,86.38
39_0079,train,89.54
39_0080,train,90.50
40_0003,train,86.27
40_0004,train,91.43
40_0005,train,88.76
40_0006,train,88.12
40_0007,train,88.26
40_0008,train,89.68
40_0009,train,94.03
40_0010,train,87.04
40_0011,train,87.37
40_0012,train,89.24
40_0013,train,92.10
40_0014,train,94.74
40_0015,train,93.03
40_0016,train,86.25
40_0017,train,91.17
40_0018,train,83.83
40_0019,train,85.78
40_0020,train,88.29
40_0021,train,93.09
40_0022,train,91.18
40_0024,train,92.45
40_0025,train,88.79
40_0026,train,91.54
40_0027,train,88.73
40_0028,train,88.34
40_0029,train,87.25
40_0030,train,91.62
40_0031,train,92.03
40_0032,train,90.65
40_0033,train,95.21
40_0034,train,93.12
40_0035,train,87.95
40_0036,train,93.13
40_0038,train,94.96
40_0039,train,94.17
40_0040,train,96.87
40_0041,train,91.35
40_0042,train,93.91
40_0043,train,96.71
40_0044,train,94.31
40_0045,train,94.65
40_0046,train,94.37
40_0047,train,88.07
40_0048,train,93.50
40_0049,train,87.87
40_0050,train,92.01
40_0051,train,90.65
40_0052,train,89.20
40_0053,train,91.71
40_0054,train,91.61
40_0055,train,84.66
40_0056,train,91.12
40_0057,train,90.23
40_0058,train,90.66
40_0059,train,93.40
40_0060,train,92.46
40_0061,train,97.49
40_0062,train,95.91
40_0063,train,95.96
40_0064,train,96.87
40_0065,train,96.80
40_0066,train,93.70
40_0067,train,95.18
40_0068,train,89.90
40_0069,train,89.28
40_0070,train,92.73
40_0071,train,90.25
40_0072,train,92.70
40_0073,train,92.53
40_0074,train,94.57
40_0075,train,92.94
40_0076,train,89.68
40_0077,train,89.69
40_0078,train,89.68
40_0079,train,92.70
40_0080,train,94.30
41_0001,train,90.47
41_0002,train,86.61
41_0003,train,94.35
41_0004,train,91.20
41_0005,train,94.84
41_0006,train,93.87
41_0007,train,92.29
41_0008,train,94.99
41_0009,train,95.45
41_0010,train,87.73
41_0011,train,96.11
41_0012,train,87.07
41_0013,train,91.22
41_0014,train,87.61
41_0015,train,92.96
41_0016,train,94.23
41_0017,train,89.02
41_0018,train,86.84
41_0019,train,84.25
41_0020,train,94.09
41_0021,train,91.19
41_0022,train,95.93
41_0023,train,87.19
41_0024,train,90.76
41_0025,train,89.97
41_0026,train,96.36
41_0027,train,95.16
41_0028,train,95.42
41_0029,train,93.27
41_0030,train,93.28
41_0031,train,94.97
41_0032,train,91.70
41_0033,train,96.88
41_0034,train,93.76
41_0035,train,94.29
41_0036,train,94.36
41_0038,train,92.55
41_0039,train,90.64
41_0040,train,91.95
41_0041,train,93.39
41_0042,train,94.05
41_0043,train,94.90
41_0044,train,92.81
41_0045,train,87.53
41_0046,train,93.70
41_0047,train,88.58
41_0048,train,89.96
41_0049,train,92.38
41_0050,train,96.62
41_0051,train,91.85
41_0052,train,90.90
41_0053,train,92.14
41_0054,train,96.17
41_0055,train,92.73
41_0056,train,95.36
41_0057,train,93.36
41_0058,train,94.47
41_0059,train,92.21
41_0060,train,89.86
41_0061,train,93.97
41_0062,train,94.69
41_0063,train,90.67
41_0064,train,93.25
41_0065,train,96.24
41_0066,train,90.20
41_0067,train,91.15
41_0068,train,82.56
41_0069,train,87.83
41_0070,train,88.53
41_0071,train,87.78
41_0072,train,90.25
41_0073,train,83.10
41_0074,train,92.36
41_0075,train,88.08
41_0076,train,93.59
41_0077,train,95.77
41_0078,train,91.87
41_0079,train,96.55
41_0080,train,91.23
43_0001,train,87.40
43_0002,train,96.47
43_0003,train,86.58
43_0004,train,87.35
43_0005,train,90.02
43_0006,train,93.30
43_0007,train,95.13
43_0009,train,91.55
43_0010,train,90.40
43_0011,train,95.03
43_0012,train,94.02
43_0013,train,95.59
43_0014,train,93.15
43_0015,train,95.25
43_0016,train,94.07
43_0017,train,93.24
43_0018,train,94.93
43_0019,train,94.37
43_0020,train,95.65
43_0021,train,91.84
43_0022,train,83.57
43_0023,train,91.47
43_0024,train,85.72
43_0025,train,91.20
43_0026,train,93.55
43_0027,train,95.20
43_0028,train,95.39
43_0029,train,92.16
43_0030,train,91.10
43_0031,train,94.12
43_0032,train,91.93
43_0033,train,94.89
43_0034,train,93.53
43_0035,train,92.77
43_0036,train,89.21
43_0037,train,91.91
43_0038,train,91.71
43_0039,train,92.36
43_0040,train,90.84
43_0041,train,90.84
43_0042,train,92.01
43_0043,train,90.79
43_0044,train,91.34
43_0045,train,91.36
43_0046,train,91.68
43_0047,train,92.90
43_0048,train,92.61
43_0049,train,92.81
43_0050,train,90.04
43_0051,train,92.38
43_0052,train,90.91
43_0053,train,92.53
43_0054,train,91.15
43_0055,train,90.19
43_0056,train,91.17
43_0057,train,90.22
43_0058,train,90.75
43_0059,train,91.67
43_0060,train,89.82
43_0061,train,94.06
43_0062,train,90.95
43_0063,train,91.92
43_0064,train,90.14
43_0065,train,92.51
43_0066,train,92.31
43_0067,train,92.54
43_0068,train,91.86
43_0069,train,92.36
43_0070,train,91.50
43_0071,train,91.47
43_0072,train,91.70
43_0073,train,92.08
43_0074,train,94.50
43_0075,train,92.21
43_0076,train,88.20
43_0077,train,94.52
43_0078,train,85.79
43_0079,train,88.09
43_0080,train,90.78
44_0001,train,97.02
44_0002,train,96.20
44_0003,train,94.83
44_0004,train,91.55
44_0005,train,91.39
44_0006,train,92.30
44_0007,train,92.43
44_0008,train,92.14
44_0009,train,91.78
44_0010,train,85.40
44_0011,train,92.06
44_0012,train,92.12
44_0013,train,88.39
44_0014,train,90.52
44_0015,train,87.07
44_0016,train,87.16
44_0017,train,87.22
44_0018,train,87.64
44_0019,train,87.15
44_0020,train,85.46
44_0021,train,86.86
44_0022,train,84.63
44_0023,train,82.10
44_0024,train,93.69
44_0025,train,93.15
44_0026,train,89.72
44_0027,train,90.17
44_0028,train,85.74
44_0029,train,89.15
44_0030,train,90.99
44_0031,train,92.23
44_0032,train,91.87
44_0033,train,89.48
44_0034,train,86.53
44_0035,train,86.14
44_0036,train,87.93
44_0037,train,86.56
44_0038,train,90.02
44_0039,train,88.99
44_0040,train,88.07
44_0041,train,91.06
44_0042,train,90.75
44_0043,train,86.48
44_0044,train,89.96
44_0045,train,86.10
44_0046,train,86.21
44_0048,train,83.45
44_0049,train,83.46
44_0050,train,82.94
44_0051,train,82.92
44_0052,train,80.69
44_0053,train,84.79
44_0054,train,82.23
44_0056,train,82.38
44_0058,train,83.40
44_0059,train,83.15
44_0060,train,83.48
44_0061,train,85.54
44_0062,train,86.60
44_0063,train,84.96
44_0064,train,81.89
44_0065,train,83.06
44_0066,train,80.67
44_0067,train,81.86
44_0071,train,90.67
44_0072,train,83.30
44_0073,train,94.21
44_0074,train,80.19
46_0001,train,88.25
46_0002,train,88.38
46_0003,train,95.69
46_0004,train,95.55
46_0005,train,95.48
46_0006,train,95.82
46_0007,train,94.99
46_0008,train,97.19
46_0009,train,97.80
46_0010,train,95.08
46_0011,train,93.31
46_0012,train,95.34
46_0013,train,95.67
46_0014,train,94.76
46_0015,train,95.57
46_0016,train,96.03
46_0017,train,96.28
46_0018,train,96.63
46_0019,train,95.17
46_0020,train,97.10
46_0021,train,98.45
46_0022,train,97.28
46_0023,train,94.92
46_0024,train,96.52
46_0025,train,96.87
46_0026,train,94.25
46_0027,train,96.21
46_0028,train,96.28
46_0029,train,96.65
46_0030,train,96.09
46_0031,train,95.94
46_0032,train,95.05
46_0033,train,96.43
46_0034,train,95.64
46_0036,train,90.74
46_0037,train,96.14
46_0038,train,96.69
46_0039,train,89.07
46_0040,train,93.55
46_0041,train,95.05
46_0042,train,85.00
46_0043,train,88.78
46_0044,train,81.75
46_0045,train,85.82
46_0046,train,85.35
46_0047,train,80.41
46_0048,train,87.50
46_0049,train,90.84
46_0050,train,87.45
46_0051,train,90.73
46_0052,train,93.03
46_0053,train,93.33
46_0054,train,93.00
46_0055,train,96.33
46_0056,train,96.84
46_0057,train,93.09
46_0058,train,93.06
46_0059,train,92.56
46_0060,train,93.07
46_0061,train,91.87
46_0062,train,89.41
46_0063,train,85.32
46_0064,train,89.08
46_0065,train,89.21
46_0066,train,95.74
46_0067,train,97.33
46_0068,train,95.40
46_0069,train,96.69
46_0070,train,95.44
46_0071,train,92.06
46_0072,train,96.50
46_0073,train,93.28
46_0074,train,89.46
46_0075,train,89.21
46_0076,train,91.59
46_0077,train,91.31
46_0078,train,91.95
46_0079,train,90.31
46_0080,train,89.19
47_0001,train,94.09
47_0002,train,93.02
47_0003,train,89.60
47_0004,train,92.76
47_0005,train,92.33
47_0006,train,92.40
47_0007,train,92.02
47_0008,train,90.37
47_0009,train,92.98
47_0010,train,87.48
47_0011,train,93.04
47_0012,train,93.54
47_0013,train,92.77
47_0014,train,92.40
47_0015,train,85.17
47_0016,train,89.44
47_0017,train,87.81
47_0018,train,85.35
47_0019,train,86.68
47_0020,train,90.19
47_0021,train,88.87
47_0022,train,88.50
47_0023,train,88.14
47_0024,train,90.71
47_0025,train,91.23
47_0026,train,90.43
47_0027,train,89.99
47_0028,train,85.98
47_0029,train,86.83
47_0030,train,91.85
47_0031,train,93.43
47_0032,train,91.53
47_0033,train,92.59
47_0034,train,91.83
47_0035,train,92.58
47_0036,train,93.66
47_0037,train,86.95
47_0038,train,83.65
47_0039,train,84.98
47_0040,train,88.38
47_0041,train,90.68
47_0042,train,93.47
47_0044,train,94.94
47_0045,train,95.01
47_0046,train,91.55
47_0047,train,89.35
47_0048,train,92.56
47_0049,train,90.08
47_0050,train,91.01
47_0051,train,89.71
47_0052,train,87.98
47_0053,train,90.41
47_0054,train,82.06
47_0055,train,87.64
47_0056,train,91.83
47_0057,train,94.92
47_0058,train,94.94
47_0059,train,95.78
47_0060,train,93.93
47_0061,train,97.23
47_0062,train,94.90
47_0063,train,92.19
47_0064,train,82.36
47_0065,train,87.31
47_0066,train,86.88
47_0067,train,84.78
47_0068,train,85.08
47_0069,train,84.83
47_0070,train,86.88
47_0071,train,85.22
47_0072,train,87.58
47_0073,train,87.70
47_0074,train,88.56
47_0075,train,85.87
47_0076,train,81.01
47_0077,train,82.88
47_0078,train,90.35
47_0079,train,83.57
47_0080,train,85.87
